split,speakerID,filename,text,local_path,duration_sec,sample_rate,channels,peak,rms,qc_status
train,spk_15_0047,15_0065.wav,"để người ta có mặt bằng, để người ta xin thuê. Chúng tôi đã tìm được bốn vị trí. Trong bốn vị trí ấy thì có ba vị trí trên địa bàn Phường Vấy Trai. Ngoài ra các vị trí khác thì anh em tôi đang tập trung tới quận Hồng Bàng và quận Hà An tạo cái điều kiện sớm bàn giao mặt bằng đối với mười bốn tổ chức tại dự án này",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0047\15_0065.wav,19.15800453514739,44100,2,0.503082275390625,0.05459473183709233,pass:duration_preference_outside_4_15s
train,spk_15_0050,15_0068.wav,"Cũng có một số tình trạng xin kinh phí. Chúng tôi cũng đã xử lý đối với những cái trường hợp đó. Yêu cầu là (Hội Chủ Nhân Binh) cho nghỉ, không được hướng dẫn sắp xếp xe ở trên bãi đỗ xe nữa thế và chỉ đạo công an phường. Thường xuyên có lực lượng tuần tra kiểm soát xử lý các cái trường hợp, các cái đối tượng phức tạp",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0050\15_0068.wav,23.84798185941043,44100,2,0.99993896484375,0.07812916625358073,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0050,15_0069.wav,gây ảnh hưởng đến việc an ninh trật tự tại bãi đỗ xe miễn phí này. Thì tôi cũng đề xuất là thành phố có thể thành lập một lực lượng chuyên trách có thẩm quyền để xử lý đối với những trường hợp đỗ xe không đúng theo quy định. Thứ hai là cấp kinh phí để cho ủy ban nhân dân phường có thể thuê một lực lượng chuyên nghiệp để thực hiện nhiệm vụ này.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0050\15_0069.wav,28.058004535147393,44100,2,0.999969482421875,0.06494328488952564,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0057,15_0076.wav,xuất phát từ lịch sử ngàn năm chống giặc ngoại xâm và thiên tai địch họa cùng với những nét đặc trưng của cái nền văn minh lúa nước vùng bờ sông ven biển. Trong lễ hội của tiên lãng thì chứa đựng cả những yếu tố về tín ngưỡng dân gian,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0057\15_0076.wav,19.46,44100,2,1.0,0.08554449491804308,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0057,15_0077.wav,"về nghi lễ, về phong tục tập quán, về yếu tố nghệ thuật và cả biểu dương sức mạnh cộng đồng. Có thể nói Đây là một bảo tàng sống về giá trị, văn hóa, tâm linh, giao lưu, sáng tạo và sự đoàn kết, góp phần nâng cao cái đời sống tinh thần cho cộng đồng cư dân trong nhiều thế kỷ qua.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0057\15_0077.wav,22.941995464852607,44100,2,0.994354248046875,0.07874138978973608,pass:duration_preference_outside_4_15s
train,spk_15_0058,15_0078.wav,"Bà Nhữ Thị Thục tuy là phụ nữ nhưng bà rất giỏi nho học, thông thiên văn địa lý và tiếng số. Bà đã dạy con bà những bài về đạo đức, về nhân cách làm người, thông qua những câu chuyện, những bài hát, những lời ru",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0058\15_0078.wav,16.753990929705214,44100,2,0.999969482421875,0.08486699797433478,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0058,15_0079.wav,"mà chính bà đã sáng tác lên. thậm chí những trò chơi như thả diều, đánh bi, học đánh cờ cũng gửi gắm câu chuyện nhân cách góp phần tạo nên Nguyễn Bỉnh Khiêm thành nhà văn hóa, nhà tư tưởng lớn của dân độc.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0058\15_0079.wav,17.446984126984127,44100,2,0.891571044921875,0.07720691540972596,pass:duration_preference_outside_4_15s
train,spk_15_0060,15_0081.wav,Chúng tôi xuất đến tầm khoảng hai trăm bốn mươi đến hai trăm năm mươi lăm chuyến một ngày. Trước khi nghỉ lễ thì chúng tôi cũng đã bàn bạc với các doanh nghiệp. Đưa xe dự phòng để chuẩn bị những cái tình huống mà khách đông Đưa xe dự phòng đến để giải tỏa hành khách khách Trong đó có một số tuyến đường phía Bắc Như,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0060\15_0081.wav,20.704013605442178,44100,2,0.617828369140625,0.07425724148217215,pass:duration_preference_outside_4_15s
train,spk_15_0060,15_0082.wav,"Lai Châu, Sơn la, điện Biên Những cái tuyến đấy là cái tuyến Thường là đông khách những ngày lễ Còn tất cả những tuyến còn lại thì yêu cầu Những cái nhà xe, những cái doanh nghiệp mà có những cái tuyến ngắn, tuyến huyện tự chủ động",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0060\15_0082.wav,15.171995464852607,44100,2,0.7557373046875,0.07190323837290732,pass:duration_preference_outside_4_15s
train,spk_15_0064,15_0086.wav,"Công tác san lấp, xử lý nền bãi thì chúng tôi đã hoàn thành cơ bản toàn bộ cái việc mà phun cát đạt đến cái cao trình ba chấm chín lăm. Và tiếp theo là chúng tôi sẽ thực hiện các công tác san lấp, xử lý nền bãi. Nhà thầu đang huy động luôn có từ ba trăm đến năm trăm lao động tại hiện trường để thi công. Dịp nghỉ lễ mùng hai tháng chín thì cải phòng",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0064\15_0086.wav,22.67498866213152,44100,2,0.311859130859375,0.05118978974833037,pass:duration_preference_outside_4_15s
train,spk_15_0064,15_0087.wav,"Chủ đầu tư cũng như là ban quản lý dự án, các cái đơn vị tư vấn giám sát, rồi nhà thầu thi công cũng quyết tâm là thi công xuyên lễ ba ca bốn kíp ngày đêm để chúng tôi làm sao đó phấn đấu hoàn thành sớm nhất tiến độ các cái mũi thi công cũng như là toàn bộ cái dự án.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0064\15_0087.wav,15.85498866213152,44100,2,0.30474853515625,0.05427003864506109,pass:duration_preference_outside_4_15s
train,spk_15_0069,15_0092.wav,"Sự khó khăn vất vả và niềm vui lớn nhất của người làm đài là đưa được thông tin nhanh nhất, chính xác nhất tới khán thính giả của mình. Trong thời chúng tôi đấy, cách đây hàng chục năm thì các cơ quan truyền thông thì rất là ít",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0069\15_0092.wav,25.75,44100,2,1.0,0.06192416671229623,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0069,15_0093.wav,"rồi thì phương tiện truyền thông, nó cũng còn sơ khai, lạc hậu. Các cái báo tạp chí thì người ta ra nhật trình",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0069\15_0093.wav,16.84199546485261,44100,2,0.960418701171875,0.07372348638655452,pass:duration_preference_outside_4_15s
train,spk_15_0069,15_0094.wav,"rồi thì nguyệt san tuần báo. Nhưng Đài thì với cái nhìn trang thiết bị của mình, là làm được thời trình. Thế cho nên là cái đáp ứng cái yêu cầu của người nghe rất là thuận lợi.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0069\15_0094.wav,17.167006802721087,44100,2,0.845306396484375,0.06836619683695373,pass:duration_preference_outside_4_15s
train,spk_15_0071,15_0096.wav,"Theo xu thế chung của cả nước, thì đài phát thanh và truyền hình Hải Phòng đã số hóa được tín hiệu truyền hình, đã sản xuất và phát sóng số ở định dạng HDTV, đã số hóa được kho tư liệu trước đây, được sự quan tâm của Ủy ban nhân dân thành phố, thì hạ tầng kỹ thuật phục vụ cho sản xuất và phát sóng chương trình của đài",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0071\15_0096.wav,17.262993197278913,44100,2,0.45513916015625,0.06421391935928705,pass:duration_preference_outside_4_15s
train,spk_15_0071,15_0097.wav,thì đã được đầu tư qua dự án nâng cao năng lực năm hai nghìn không trăm mười tám. Với các trang thiết bị được đầu tư từ dự án thì đã làm thay đổi diện mạo và cơ sở hạ tầng kỹ thuật của đài. Được đánh giá là một trong năm đài truyền hình địa phương có hạ tầng kỹ thuật tốt nhất cả nước.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0071\15_0097.wav,14.499002267573696,44100,2,0.45147705078125,0.06326885352160622,pass
train,spk_15_0072,15_0098.wav,"một chín trăm bốn lăm thì ở thôn Dũng Vỉa chúng tôi là rất là khổ cực, nhân dân rất là khổ cực Trong khi đó thì đồn bốt Tây nó mọc lên như thế này ba lô cốt, cái đường tàu đường năm này là chuyên vận chuyển hàng hóa của Pháp Từ ở trên Hà Nội xuống Cảng",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0072\15_0098.wav,19.61498866213152,44100,2,0.67681884765625,0.04223770762268964,pass:duration_preference_outside_4_15s
train,spk_15_0072,15_0099.wav,"dân quân du kích của địa phương, bộ đội của chính quy, là nổ mìn để ngăn chặn cái vận chuyển hàng hóa của của Pháp Quân Pháp xuống hải Phòng. nên là sau khi đó thì coi như là (nó bè nó cạn). Đời sống của nhân dân rất là khó khăn.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0072\15_0099.wav,19.409002267573698,44100,2,0.718170166015625,0.0348739916113458,pass:duration_preference_outside_4_15s
train,spk_15_0079,15_0106.wav,"Niềm vinh dự tự hào của thế hệ hôm nay là được kế thừa truyền thống vẻ vang của cha ông. Nhưng đó cũng là trách nhiệm lớn lao đặt ra cho chúng tôi. Đó là phải phát huy những giá trị truyền thống, những tiềm năng lợi thế còn rất lớn của tiên lãng về vị trí địa lý, về đất đai tài nguyên, về di sản văn hóa, về những sản vật đặc sắc và sự kết nối giao thương.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0079\15_0106.wav,22.7,44100,2,0.999969482421875,0.09577562544333941,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0079,15_0107.wav,"Để đưa tiên lãng trở thành một địa phương giàu mạnh và đời sống của từng người dân, của từng hộ dân được nâng lên. Để làm được điều đó thì đảng bộ, chính quyền, quân và dân huyện phải xác định, đoàn kết, đồng sức, đồng lòng, đổi mới, sáng tạo. Và đặc biệt là phải quyết liệt hơn nữa trong lãnh đạo, chỉ đạo, thực hiện các nhiệm vụ phát triển kinh tế xã hội của địa phương.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0079\15_0107.wav,24.463990929705215,44100,2,0.999969482421875,0.09795924864634364,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0081,15_0109.wav,chín mươi lăm phần trăm rồi. Đến hội thì sẽ là một trăm phần trăm quá trình chăm sóc trâu. Lễ hội thì cái cần quan tâm nhất là để cho trâu thân với người và gần với lại chống cờ để cho không bị hoang mang hoặc là phản ứng dữ dội khi mà tham gia vào lễ hội.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0081\15_0109.wav,18.955986394557822,44100,2,0.53167724609375,0.045102727211715356,pass:duration_preference_outside_4_15s
train,spk_15_0081,15_0110.wav,Đây là ông trâu số không ba. Đến thời điểm này thì tôi đã mua về đồ sơn được một năm. Đến lễ hội thì sẽ là mười ba tháng. Và đến thời điểm này thì về tập luyện và chăm sóc cũng đạt đến,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0081\15_0110.wav,14.788979591836735,44100,2,0.476470947265625,0.04034219670288038,pass
train,spk_15_0091,15_0120.wav,Tháng tư năm hai nghìn không trăm hai hai thì Ban Quản lý được thành ủy giao là chúng ta đã tham mưu xây dựng một cái nghị quyết mới về phát triển khu cụm công nghiệp. Chúng tôi đã trình và được Ban Tổng bộ thành ủy giao một cái nghị quyết,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0091\15_0120.wav,17.45498866213152,44100,2,0.906585693359375,0.06012039958634161,pass:duration_preference_outside_4_15s
train,spk_15_0091,15_0121.wav,"mới. Thì có thể nói đây cái nghị quyết này về cơ bản nó đã cập nhật và dự báo được cái xu hướng phát triển của chúng ta. Theo cái hướng tất cả những khu công nghiệp mới được thành lập về sau này, chúng ta sẽ áp dụng ngay những cái tiêu chuẩn của một khu công nghiệp sinh thái.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0091\15_0121.wav,18.563015873015875,44100,2,0.92535400390625,0.06670775058740695,pass:duration_preference_outside_4_15s
train,spk_15_0093,15_0123.wav,"Tất cả các thiết bị dùng ở cảng là các thiết bị thân thiện với môi trường, không có khí thải. Và như tôi đã khẳng định đây là một cảng thông minh và là cảng xanh. Về công nghệ thông tin thì chúng tôi sẽ lựa chọn một đơn vị cung cấp phần mềm ứng dụng, quản lý cảng hiện đại nhất thế giới. Và đến thời điểm này, tôi thì khẳng định luôn đó là phần mềm của Mỹ.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0093\15_0123.wav,19.429002267573697,44100,2,0.9056396484375,0.07992364066234747,pass:duration_preference_outside_4_15s
train,spk_15_0093,15_0124.wav,Chúng tôi đã sử dụng toàn bộ các cái nhà thầu có kinh nghiệm. Về tư vấn thì chúng tôi sử dụng tư vấn của Nhật Bản. Về thiết kế thì chúng tôi sử dụng các đơn vị thiết kế quốc tế. Và song song với đó thì chúng tôi lựa chọn các máy móc thiết bị. Thì đến thời điểm này chúng tôi đã xong về các máy móc thiết bị.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0093\15_0124.wav,15.721995464852608,44100,2,0.92431640625,0.07324687306993144,pass:duration_preference_outside_4_15s
train,spk_15_0094,15_0125.wav,"các quy định của pháp luật về xử lý vi phạm chính, khắc phục hậu quả Những hộ còn lại thì tiếp tục tuyên truyền vận động các hộ chấp hành Theo cái chỉ đạo của ủy ban nhân dân xã (lợi) và tổ công tác để làm sao trả lại được cái hành lang thoát lũ, hành lang đê điều theo đúng quy định của pháp luật",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0094\15_0125.wav,19.93700680272109,44100,2,0.810546875,0.057907781986500165,pass:duration_preference_outside_4_15s
train,spk_15_0094,15_0126.wav,"để triển khai, rà soát và tiến hành xử lý các vi phạm trong hành lang đê điều và hành lang thoát lũ thì đã tiến hành quyết định thành lập tổ công tác để thực hiện nhiệm vụ cấp trên giao địa phương tiến hành xử lý các cái hộ là không chấp hành",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0094\15_0126.wav,19.31,44100,2,0.618865966796875,0.05520803850510585,pass:duration_preference_outside_4_15s
train,spk_15_0097,15_0129.wav,"và đặc biệt là thực hiện cái chủ trương của đảng và nhà nước về xây dựng xã nông thôn mới kiểu mẫu. Đến nay đấy, đời sống vật chất và tinh thần của nhân dân đã từng bước nâng cao thì địa phương đang tập trung thực hiện các cái tiêu chí, mười chín tiêu chí xây dựng nông thôn mới nâng cao.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0097\15_0129.wav,16.853015873015874,44100,2,0.790679931640625,0.06687065032378775,pass:duration_preference_outside_4_15s
train,spk_15_0097,15_0130.wav,"Đảng bộ và nhân dân xã tân trào cũng luôn phát huy truyền thống quê hương cách mạng, anh hùng lực lượng vũ trang nhân dân. Đảng bộ và nhân dân tích cực tham gia lao động sản xuất, phát triển quê hương đất nước.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0097\15_0130.wav,16.38299319727891,44100,2,0.706573486328125,0.0553009019730324,pass:duration_preference_outside_4_15s
train,spk_15_0101,15_0134.wav,"Các cấp ủy, chính quyền, mặt trận tổ quốc, các tổ chức chính trị xã hội từ thành phố đến cơ sở và đông đảo nhân dân trong toàn thành phố Hải Phòng tiếp tục xác định phong trào toàn dân bảo vệ an ninh tổ quốc là một nhiệm vụ hết sức quan trọng của cả hệ thống chính trị và toàn thể nhân dân",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0101\15_0134.wav,23.036984126984127,44100,2,0.606231689453125,0.055506281848396205,pass:duration_preference_outside_4_15s
train,spk_15_0101,15_0135.wav,"Tổ chức thực hiện nghiêm có hiệu quả các chủ trương của Đảng chính sách pháp luật của nhà nước, quy định hướng dẫn của Bộ Công an và của thành phố Hải Phòng về công tác đảm bảo an ninh trật tự và xây dựng phong trào bảo vệ an ninh tổ quốc, tăng cường sự lãnh đạo của Đảng đối với phong trào toàn dân bảo vệ an ninh tổ quốc trong tình hình mới",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0101\15_0135.wav,24.403015873015875,44100,2,0.696533203125,0.05205300784403287,pass:duration_preference_outside_4_15s
train,spk_15_0101,15_0136.wav,"xây dựng thế trận an ninh nhân dân gắn với thế trận quốc phòng toàn dân vững chắc. đổi mới nội dung, hình thức, phương pháp xây dựng, phong trào Toàn dân Bảo vệ An ninh Tổ quốc và tổ chức Ngày hội Toàn dân Bảo vệ An ninh Tổ quốc thật sôi động, thiết thực và hiệu quả.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0101\15_0136.wav,21.670997732426304,44100,2,0.678863525390625,0.0538263900737464,pass:duration_preference_outside_4_15s
train,spk_15_0104,15_0139.wav,"Hiện nay chúng tôi đang chỉ đạo ban quản lý dự án và các đơn vị liên quan đẩy nhanh các thủ tục tiếp theo như mời thầu, thiết kế, kỹ thuật, lập dự toán và sẽ khẳng định phê duyệt trong tháng tám.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0104\15_0139.wav,19.29698412698413,44100,2,0.32208251953125,0.04386596270988873,pass:duration_preference_outside_4_15s
train,spk_15_0104,15_0140.wav,Thế vào tháng chín thì chúng tôi tháng chín tháng mười là thực hiện cái rà phá bom mìn khởi công vào dự kiến vào quý tư của năm hai nghìn không trăm hai ba. Cái này thực hiện theo đúng chỉ đạo của Thủ tướng chính phủ.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0104\15_0140.wav,15.53201814058957,44100,2,0.39117431640625,0.04057061086113752,pass:duration_preference_outside_4_15s
train,spk_15_0104,15_0141.wav,Liên quan đến đất quốc phòng để bàn giao cho thực hiện dự án thì nó cũng có những vướng mắc. Chính vì vậy chúng tôi đã đề nghị và thành phố đã quyết định phối hợp với các bộ ngành và đặc biệt là bộ quốc phòng để trình chính phủ. Đồng thuận cho việc bàn giao đất cho Hải Phòng và Hải Phòng bàn giao cho chúng tôi thì chúng tôi trong quý ba thì chúng tôi sẽ tiến hành việc khảo sát rà phá bom mìn để tiến hành cái khởi công.,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0104\15_0141.wav,29.40138321995465,44100,2,0.604461669921875,0.05749427082062447,pass:duration_preference_outside_4_15s
train,spk_15_0111,15_0148.wav,"Ngành da giày thì tuy tăng trưởng nhanh nhưng sản xuất theo phương thức gia công là chủ yếu, khâu thiết kế còn yếu và chưa được thị trường nước ngoài chấp nhận với địa vị thương hiệu của Việt Nam. Đội ngũ lao động của ngành da giày phát triển nhanh nhưng còn thiếu lao động kỹ thuật được đào tạo chuyên sâu. trình độ công nghệ tuy đã được cải thiện nhưng vẫn thấp so với các quốc gia sản xuất ngành da giày trong khu vực. Các sản phẩm ngành da giày bước đầu đạt chất lượng quốc tế nhưng còn ít chủng loại",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0111\15_0148.wav,22.082,32000,2,0.510223388671875,0.05133385936865673,pass:duration_preference_outside_4_15s
train,spk_15_0111,15_0149.wav,"mẫu mã còn nghèo nàn, chưa đáp ứng được nhu cầu của thế giới. Cơ sở hạ tầng phục vụ cho sản xuất và xuất khẩu của doanh nghiệp da giày đã được cải thiện, tuy nhiên vẫn còn nhiều bất cập và hạn chế.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0111\15_0149.wav,9.895,32000,2,0.532440185546875,0.046973462801728115,pass
train,spk_15_0113,15_0151.wav,"Hiện nay, ban tổ chức đã chọn được năm mẫu để vào vòng trong. Thế và chúng tôi cũng đã phát ra hơn hai nghìn phiếu để xin ý kiến mọi tầng lớp nhân dân. Đặc biệt, ban tổ chức xin ý kiến các đồng chí Lão Thành Cách Mạng, các đồng chí Nguyên, lãnh đạo thành phố, các câu lạc bộ như Công lạc bộ Bạch Đằng. Câu lạc bộ Trung Dũng quyết thắng và đặc biệt là mọi tầng lớp nhân dân",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0113\15_0151.wav,22.397,32000,2,0.47894287109375,0.04587716512595747,pass:duration_preference_outside_4_15s
train,spk_15_0113,15_0152.wav,"chúng tôi sẽ tiếp thu lắng nghe các ý kiến và sẽ cùng với hội đồng nghệ thuật để làm sao lựa chọn ra một mẫu có số lượng bình chọn cao nhất để trình ra hội đồng nhân dân. Chỉ khi nào hội đồng nhân dân thành phố, nơi đại diện cho ý kiến và nguyện vọng của toàn thể cử tri thành phố, thông qua cái nghị quyết, tức là thông qua chọn cái mẫu đó, thì mẫu đó mới chính được là biểu tượng của thành phố Hải Phòng của chúng ta.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0113\15_0152.wav,26.714,32000,2,0.47955322265625,0.05432138335830562,pass:duration_preference_outside_4_15s
train,spk_15_0120,15_0159.wav,"nhất để cho người dân hiểu được tất cả những cái vai trò, ý nghĩa của cái việc thực hiện chương trình Nông Thôn Mới Kiểu Mẫu. Xã Học Thành là một trong những xã mà được huyện cũng như là thành phố đánh giá là đơn vị mà triển khai thành công các tuyến đường Nông thôn Mới Kiểu Mẫu cũng như các tiêu chí trong cái bộ tiêu chí Nông thôn Mới Kiểu Mẫu.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0120\15_0159.wav,17.86,32000,2,0.505157470703125,0.05318193671593682,pass:duration_preference_outside_4_15s
train,spk_15_0120,15_0160.wav,"Xã Học thành thì được thành phố đầu tư mười ba tuyến đường với tổng chiều dài hơn tám km trên phương châm tôn trọng, lắng nghe ý kiến của nhân dân và có sự trao đổi mang tính dân chủ công khai, minh bạch",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0120\15_0160.wav,13.349,32000,2,0.49609375,0.04807435689952637,pass
train,spk_15_0130,15_0170.wav,chỉ tiêu tuyển sinh số lượng thì nó còn phụ thuộc vào nhiều yếu tố. Còn thách thức thì có một cái nó tôi cũng là người đi biển mà. Thì cái nghề này thì nó sẽ có những cái mà các em nó đi làm thì nó khác những cái khác là mình phải,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0130\15_0170.wav,16.311,32000,2,0.45709228515625,0.040498292230948744,pass:duration_preference_outside_4_15s
train,spk_15_0130,15_0171.wav,khi phải xa nhà mà mình cần cái sự tôn trọng và xã hội. Thế đấy các công ty quản lý thuyền viên các Nguồn nhân sự mình có chính sách hỗ trợ để người ta yên tâm về đi công tác,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0130\15_0171.wav,15.018,32000,2,0.50189208984375,0.023999591754692094,pass:duration_preference_outside_4_15s
train,spk_15_0135,15_0176.wav,Nghị quyết không bốn của hội đồng nhân dân thành phố là một nghị quyết rất là ưu việt và nhân văn và rất là thiết thực. cái mức hỗ trợ cho các cái đối tượng được thụ hưởng cao hơn so với nghị định một lẻ năm của Chính phủ. Đối với lại Ban Quản lý Kinh tế thì chúng tôi sẽ có,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0135\15_0176.wav,17.195,32000,2,0.408355712890625,0.06579048403400171,pass:duration_preference_outside_4_15s
train,spk_15_0135,15_0177.wav,"cái kiến nghị để các khu công nghiệp cũng sẽ phối hợp và cùng vào cuộc với các ủy ban nhân dân, các quận huyện mà có khu công nghiệp trong cái việc về cấp cái giấy xác nhận cho công nhân để họ có thể được thụ hưởng nghị quyết một cách tốt nhất.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0135\15_0177.wav,18.533,32000,2,0.4508056640625,0.07892083196171677,pass:duration_preference_outside_4_15s
train,spk_15_0136,15_0178.wav,"Được Bộ Văn Hóa công nhận có một không hai Việt Nam, đó là Pho Tượng Đức Thánh Cả Linh Lang Đại Vương. Khi mở cửa ra, ngài đứng lên khép cửa vào, ngài ngồi xuống. Ngoài Pho Tượng Đức Thánh Cả Linh Lang ra thì Miếu Bảo Hà chúng tôi còn giữ được tất cả các cái tượng thờ mà cách đây hơn bảy trăm năm về trước.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0136\15_0178.wav,18.418,32000,2,0.999969482421875,0.08657078782061191,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0136,15_0179.wav,"Ở đây các cụ nghệ nhân làm sơn mài, điêu khắc và làm con rối, chế tác con rối cho nên các cụ đã thiết kế và chế tác pho tượng Đức Thánh Cả Có cái cơ chế hoạt động gần như là con rối nước hoặc rối cạn Cũng (rằng say) là nó cũng gọi là đòn bẩy và gọi là (dữ lực) nữa",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0136\15_0179.wav,20.622,32000,2,1.0,0.0800247654263271,"flag:duration_preference_outside_4_15s,possible_clipping"
train,spk_15_0136,15_0180.wav,Xuất phát từ cái miếu Bảo Hà này rồi giữ gìn được cái nghề Điêu khắc Sơn Mạ Đục tượng Điêu khắc Sơn Mạ của quê hương,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0136\15_0180.wav,12.226,32000,2,1.0,0.10293619363334534,flag:possible_clipping
train,spk_15_0146,15_0190.wav,"Chúng tôi cũng đã cố gắng rất là nhiều về vấn đề giao thông đặc biệt cái đường này nó rất là phức tạp. Nên là lưu lượng xe, ô tô rồi xe máy đi lại rất nhiều. Chúng tôi đã làm lập tám chốt đảm bảo giao thông xung quanh cái chỗ khu vực công trường. Thứ hai chúng tôi đã lắp đặt rất nhiều biển báo, biển chỉ dẫn, người hướng dẫn, rào chắn.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0146\15_0190.wav,21.128,32000,2,0.69482421875,0.041960360419908034,pass:duration_preference_outside_4_15s
train,spk_15_0146,15_0191.wav,"Xe máy lao vào cái đường xe công đi, mà đi ngược chiều. Xong rồi đi vào đường cấm. Chẳng may mà ngã vào đấy thì nó rất mệt mỏi. Cái thứ hai này, đường khi đang thi công rồi thì nó sẽ nhiều cái ổ gà, nó nhiều (mấm mô). Thì người dân đi vào sẽ xảy ra tai nạn.",D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0146\15_0191.wav,14.218,32000,2,0.8297119140625,0.046444056861305434,pass
train,spk_15_0146,15_0192.wav,Lưu lượng container và lượng xe ở cái nút rào này nó quá lớn Nên là cũng một phần ảnh hưởng rất lớn về cái an toàn Tới đây thì sẽ có hạng mục mà thi công (dầm hộp) Thì nó thi công trên cao và đúc trên các khối đà ráo thì phía nhà thầu cũng mong muốn là là phân luồng để giảm tải cái lượng xe container đi vào để đảm bảo cái chất lượng của cái công trình của mình,D:\hustmedia\python\tts\vie_neu\train\vimd_haiphong\train\spk_15_0146\15_0192.wav,28.438,32000,2,0.72039794921875,0.05429937799434034,pass:duration_preference_outside_4_15s
