split,speakerID,filename,text,gender,local_path,duration_sec,sample_rate,channels,peak,rms,qc_status,qc_note
train,spk_37_0099,37_0134.wav,Khối thì coi như là phổ biến rất rõ ràng. Thường xuyên là phổ biến là từ sáu giờ trở lên là cho đến mười giờ. Là thời gian là đưa rác ra để cho nhân viên môi trường đi thu gom rác..,0,data/dataset_nghean\train\spk_37_0099\37_0134.wav,14.078,48000,2,0.3623504638671875,0.04671721160411835,pass,
train,spk_37_0100,37_0136.wav,Thời gian họ đi lấy quá sớm. Tất nhiên có thể một khối họ đi hai ba lần Nhưng hai ba lần trong khung giờ là khoảng từ bốn rưỡi chiều cho đến khoảng bảy rưỡi tám giờ tối là gọi như là hầu như là hết.,1,data/dataset_nghean\train\spk_37_0100\37_0136.wav,13.519,48000,2,0.488800048828125,0.05215330794453621,pass,
train,spk_37_0101,37_0140.wav,Hiện tượng mà người dân phản ánh ở một số nơi thì khung giờ đưa rác ra mà chưa thu gom kịp thì một số nơi có một số người lao động trong quá trình thu gom họ chưa thu gom hết thì hiện tượng đó là có. Cái khung giờ nó chưa đảm bảo đúng theo quyết định số không hai đó..,1,data/dataset_nghean\train\spk_37_0101\37_0140.wav,21.365,48000,2,0.5072021484375,0.0439283661544323,pass,duration_outside_4_15s
train,spk_37_0103,37_0143.wav,Với cái lượng du khách đặt lịch tour đoàn cũng như là tour ghép lẻ du xuân đầu xuân thì công ty chúng tôi cũng đã bố trí các nhân sự với cả phòng điều hành cũng như cái đảm bảo về các dịch vụ để đến các điểm đón của du khách lựa chọn..,1,data/dataset_nghean\train\spk_37_0103\37_0143.wav,15.73,48000,2,0.550079345703125,0.063662089407444,pass,duration_outside_4_15s
train,spk_37_0104,37_0145.wav,"Hằng năm, thì gia đình chúng tôi sau khi đón Tết nguyên đán xong sẽ có các chương trình đi du lịch khai xuân. Năm nay tôi sẽ đi về miền Tây xứ Nghệ. Thứ nhất là sẽ để cho gia đình, con cái của mình, biết được trong nội tỉnh của mình như thế nào..",1,data/dataset_nghean\train\spk_37_0104\37_0145.wav,17.554,48000,2,0.6290435791015625,0.08472055196762085,pass,duration_outside_4_15s
train,spk_37_0108,37_0150.wav,Để đảm bảo cái an toàn giao thông cũng như đáp ứng nhu cầu đi lại của nhân dân trong dịp Tết Nguyên đán thì về phía công ty chúng tôi cũng đã là có kế hoạch về chuẩn bị Tết tăng cường lượt xe chạy lấy xe dự phòng và quay vòng xe chở đúng số người theo quy định không tăng giá vé chấp hành luật giao thông đường bộ.,1,data/dataset_nghean\train\spk_37_0108\37_0150.wav,27.7,48000,2,0.54522705078125,0.04798903316259384,pass,duration_outside_4_15s
train,spk_37_0110,37_0153.wav,Như các đồng chí đã biết thì hiện nay lưu lượng phương tiện di chuyển trên đường rất là đông Lượng người đổ về thành phố Vinh mua sắm để phục vụ công tác Tết rất là nhiều.,1,data/dataset_nghean\train\spk_37_0110\37_0153.wav,11.098,48000,2,0.38922119140625,0.04525510221719742,pass,
train,spk_37_0111,37_0155.wav,"Dưới sự chỉ đạo trực tiếp của lãnh đạo Công an tỉnh chúng tôi đã tham mưu kế hoạch huy động tối đa lực lượng để nhằm đảm bảo trật tự an toàn giao thông, trật tự đô thị trên địa bàn thành phố. Ngoài lực lượng nòng cốt là cảnh sát giao thông.",1,data/dataset_nghean\train\spk_37_0111\37_0155.wav,15.964,48000,2,0.502471923828125,0.04014204815030098,pass,duration_outside_4_15s
train,spk_37_0116,37_0161.wav,Thực hiện theo kế hoạch của tỉnh thì tại quảng trường Hồ Chí Minh năm nay có hai chương trình lớn Đấy là chương trình Chào Năm Mới hai không hai ba và chương trình Đêm Hội Giao Thừa.,0,data/dataset_nghean\train\spk_37_0116\37_0161.wav,9.254,48000,2,0.31500244140625,0.044910676777362823,pass,
train,spk_37_0125,37_0171.wav,"Hiện nay thì chủ đầu tư đang hoàn thiện các hồ sơ theo các quy định mới để bàn giao cho chính quyền. Tuy nhiên, nó cũng có những khó khăn vướng mắc. Theo các quy định trước đây, nó chưa quy định rõ ràng về các cái vấn đề nghiệm thu bàn giao cho chính quyền..",1,data/dataset_nghean\train\spk_37_0125\37_0171.wav,14.988,48000,2,0.368743896484375,0.07000682502985,pass,
train,spk_37_0126,37_0173.wav,"Một số cái công trình hạ tầng kỹ thuật của dự án thì thi công cũng chưa đúng theo thiết kế. Và chất lượng thi công có nơi cũng chưa đảm bảo. Cho nên việc nghiệm thu, để rồi chấp thuận nghiệm thu cũng đang còn bất cập. Đối với các dự án mà chưa thực hiện được giải phóng mặt bằng của dự án, đối với các tuyến đường hạ tầng kỹ thuật như hạ tầng xã hội..",1,data/dataset_nghean\train\spk_37_0126\37_0173.wav,23.495,48000,2,0.367462158203125,0.056373368948698044,pass,duration_outside_4_15s
train,spk_37_0131,37_0179.wav,Pháp luật quy định là không được sử dụng vỉa hè để làm nơi buôn bán cho nên là các cái cơ quan chức năng và các cái lực lượng phải xung xuất kiểm tra xử lý. Tuy nhiên trên thực tế thì vẫn còn diễn ra là có những loại hình kinh doanh buôn bán nhưng có thể là phần nào đó phù hợp cho việc đối với ví dụ như là vỉa hè rộng sử dụng một phần phù hợp và đặc biệt là giờ cao điểm thì đảm bảo cho hoạt động giao thông và không lấn chiếm vỉa hè.,1,data/dataset_nghean\train\spk_37_0131\37_0179.wav,23.536,48000,2,0.543426513671875,0.062227290123701096,pass,duration_outside_4_15s
train,spk_37_0133,37_0182.wav,"Việc phát triển kinh tế vỉa hè là tất yếu khách quan. Nó mang lại rất nhiều ý nghĩa cho các địa phương, các quốc gia. Nó sẽ giải quyết câu chuyện công ăn việc làm cho người dân, phát triển văn hóa xã hội. Bởi vì khi mà đã xây dựng được một kinh tế về hè, nó có thể mang lại những nét đặc trưng riêng của mỗi địa phương..",0,data/dataset_nghean\train\spk_37_0133\37_0182.wav,17.447,48000,2,0.354217529296875,0.061100658029317856,pass,duration_outside_4_15s
train,spk_37_0138,37_0188.wav,Nghi Đức thì được tỉnh công nhận nông thôn mới năm hai nghìn mười sáu nhưng mà để đạt được tiêu chí theo định hướng lên phường thì xã cũng phải phấn đấu rất nhiều các cái tiêu chí..,1,data/dataset_nghean\train\spk_37_0138\37_0188.wav,11.868,48000,2,0.408477783203125,0.02588949166238308,pass,
train,spk_37_0139,37_0190.wav,"khó khăn nhất thì vẫn là vấn đề về đất sản xuất nông nghiệp. Diện tích nông nghiệp của xã Hưng Đông thì hiện tại còn khoảng một trăm chín mươi hai héc ta. Ở Hưng Đông thì gần trạm điện, các dây điện đi qua đối với xã thì rất là nhiều. Nó khó chuyển đổi cáp thành các việc khác..",1,data/dataset_nghean\train\spk_37_0139\37_0190.wav,17.464,48000,2,0.2611083984375,0.04173663631081581,pass,duration_outside_4_15s
train,spk_37_0142,37_0194.wav,"Khó khăn thì cũng chồng chất đấy, chứ không đơn giản. Ở các cái khu công nghiệp của tỉnh Nghệ An nói chung, chưa thấy một hạ tầng xã hội nào mà tôi mới thấy là hạ tầng kỹ thuật thôi. Các thủ tục hành chính của mình đang còn cực kỳ rườm rà, cực kỳ vướng mắc, cực kỳ chồng chéo..",1,data/dataset_nghean\train\spk_37_0142\37_0194.wav,19.693,48000,2,0.32989501953125,0.04693319648504257,pass,duration_outside_4_15s
train,spk_37_0154,37_0207.wav,đã xây dựng cái lộ trình lập các cái quy hoạch khu đô thị mới ở các vùng ven đô được kết nối bởi các cái trung tâm huyện với bởi các tuyến đường giao thông huyết mạch lớn..,1,data/dataset_nghean\train\spk_37_0154\37_0207.wav,10.271,48000,2,0.368865966796875,0.03578422591090202,pass,
train,spk_37_0156,37_0210.wav,"Phường cũng đã xây dựng kế hoạch phối hợp với mặt trận Tổ quốc, các đoàn thể, rồi các phòng ban ngành liên quan của thị xã là trực tiếp làm công tác tuyên truyền, vận động các khách sạn, nhà hàng, nhà nghỉ. Khi xây dựng và đã xây dựng đưa vào sử dụng đấu nối vào hệ thống đường ống cấp một, cấp hai của Ủy ban Thị xã Cửa Lò để chuyển về nhà máy xử lý nước thải..",1,data/dataset_nghean\train\spk_37_0156\37_0210.wav,24.373,48000,2,0.40716552734375,0.041025884449481964,pass,duration_outside_4_15s
train,spk_37_0161,37_0216.wav,Toàn bộ cái hệ thống tiêu thoát nước trên địa bàn Thành phố trong thời gian qua là phải nói là còn rất nhiều bất cập. Như là do các cái công trình cũ..,1,data/dataset_nghean\train\spk_37_0161\37_0216.wav,14.78,48000,2,0.385589599609375,0.03636731952428818,pass,
train,spk_37_0162,37_0218.wav,"trồng các cái cây thủy trúc, sen, súng và một số loài cây thủy sinh khác trong giai đoạn thí điểm để góp phần, thứ nhất là tạo cảnh quan môi trường, thứ hai là giảm thiểu một số tác động trong ô nhiễm môi trường trong khu vực hào thành cổ Vinh..",1,data/dataset_nghean\train\spk_37_0162\37_0218.wav,14.125,48000,2,0.4830322265625,0.046709079295396805,pass,
train,spk_37_0163,37_0220.wav,"xử lý ô nhiễm môi trường ở các cái hệ thống tiêu thoát nước trên địa bàn thành phố, đặc biệt là một số cái điểm coi như là gây bức xúc. Ví dụ như Hào Thành Cổ, Kênh Bắc, một số cái hồ chứa nước thành phố từng bước là đầu tư nâng cấp hệ thống hạ tầng thoát nước để không cho nước thải sinh hoạt lọt vào những hồ này..",1,data/dataset_nghean\train\spk_37_0163\37_0220.wav,24.379,48000,2,0.48828125,0.05404447764158249,pass,duration_outside_4_15s
train,spk_37_0167,37_0225.wav,Quy định của Trung Ương thì trong cái tiêu chí đánh giá về thu nhập bình quân đầu người Nhưng ở cơ sở thì lại đánh giá là theo là chuẩn đoán giá trị tăng thêm Cho nên nó cũng khó khăn trong cái vấn đề đánh giá của tiêu chí này.,1,data/dataset_nghean\train\spk_37_0167\37_0225.wav,13.12,48000,2,0.366424560546875,0.035985078662633896,pass,
train,spk_37_0174,37_0233.wav,"Xác định vai trò vị trí của truyền thanh cơ sở đối với các nhiệm vụ phát triển kinh tế, chính trị xã hội của thành phố. Chúng tôi thường xuyên tổ chức các cái lớp tập huấn, tăng cường chất lượng nội dung chuyên môn, đảm bảo tính thời sự thiết thực, có tính pháp lý, kịp thời, có trọng tâm trọng điểm. và đặc biệt là gắn với các ứng dụng công nghệ thông tin cũng như đa dạng các hình thức để tiếp cận gần hơn với nhân dân..",0,data/dataset_nghean\train\spk_37_0174\37_0233.wav,24.485,48000,2,0.6746826171875,0.04672388359904289,pass,duration_outside_4_15s
train,spk_37_0175,37_0235.wav,"Các cái khu đô thị này thì theo hướng là đô thị hỗn hợp, gồm là các cái hạ tầng kỹ thuật đồng bộ và các cái công trình hỗn hợp như là nhà ở, gồm biệt thự, sốc hâu và liền kề.",1,data/dataset_nghean\train\spk_37_0175\37_0235.wav,13.84,48000,2,0.4566650390625,0.047757454216480255,pass,
train,spk_37_0178,37_0239.wav,"Chúng tôi thực hiện quy hoạch sử dụng đất, quy hoạch nông thôn mới và các bước để tiến tới quy hoạch xây dựng xã Nam Giang trở thành đô thị loại năm.",1,data/dataset_nghean\train\spk_37_0178\37_0239.wav,11.192,48000,2,0.472137451171875,0.03818778321146965,pass,
train,spk_37_0179,37_0241.wav,"Thể tập trung phát triển hệ thống hạ tầng kết nối, đặc biệt là hệ thống giao thông, thu hút các cái nhà đầu tư vào đầu tư các cái khu đô thị mới để làm cái điểm nhấn cho các cái vùng phát triển. Ngoài ra thì cũng tập trung phát triển một số cái khu vực mang tính chất đô thị, nhưng mà hài hòa với phát triển không gian văn hóa, xanh, sinh thái..",1,data/dataset_nghean\train\spk_37_0179\37_0241.wav,28.837,48000,2,0.7071533203125,0.05446211248636246,pass,duration_outside_4_15s
train,spk_37_0180,37_0243.wav,Tôi thấy thì hành lang cũng cần phải có một cái khoảng để mà dành cho người đi bộ. Nếu như bị lấn chiếm thì nó sẽ ảnh hưởng đến cái vấn đề giao thông dành cho người đi bộ. Người đi bộ chắc chắn nó sẽ phải luồn lách xuống dưới lòng đường thì có thể nó sẽ rất là nguy hiểm.,0,data/dataset_nghean\train\spk_37_0180\37_0243.wav,20.7,48000,2,0.489044189453125,0.07488655298948288,pass,duration_outside_4_15s
train,spk_37_0184,37_0248.wav,xử lý thường xuyên và liên tục nhưng mà địa bàn thành phố thì rộng lớn người vi phạm thì nhiều cho nên là lực lượng của đội phối hợp với phường xã cũng khó có thể mà xử lý được hết Xử lý xong nhưng mà cái công tác duy trì quản lý tái lấn chiếm rất là khó khăn chúng tôi làm đến đâu thì có thể sạch đến đấy.,1,data/dataset_nghean\train\spk_37_0184\37_0248.wav,22.358,48000,2,0.4979095458984375,0.05472733825445175,pass,duration_outside_4_15s
train,spk_37_0185,37_0250.wav,Tới đây thì thành phố sẽ đưa thông tin là trong mạng xã hội đối với các hộ dân kinh doanh lấn chiếm. Kể cả là các người dân mà tham gia dịch vụ vỉa hè cũng đưa lên các cái thông tin mạng..,1,data/dataset_nghean\train\spk_37_0185\37_0250.wav,12.937,48000,2,0.3944091796875,0.03821747750043869,pass,
train,spk_37_0187,37_0253.wav,Thứ nhất là trên địa bàn xã Hưng Hòa Chúng Tôi thì có hai cái tuyến đường liên xã Đó là đường Hòa Lộc và đường Hòa Thái hai tuyến đường này thì cho đến thời điểm này thì vẫn chưa được đấu nối cái hệ thống điện chiếu sáng của nhà nước,1,data/dataset_nghean\train\spk_37_0187\37_0253.wav,13.735,48000,2,0.9752349853515625,0.22211450338363647,pass,
train,spk_37_0189,37_0256.wav,"đầu tư cũng chưa đồng bộ quá nhiều năm Cho nên nó dẫn đến cái vấn đề nó bất cập Trong quy hoạch, trong đầu tư, trong chủng loại bóng Cũng như là quá trình vận hành Nó hư hỏng sửa chữa",1,data/dataset_nghean\train\spk_37_0189\37_0256.wav,9.985,48000,2,0.997039794921875,0.24330469965934753,pass,
train,spk_37_0190,37_0258.wav,"Trong thời gian tới chúng tôi sẽ tiếp tục tập trung vào các cái dự án đầu tư công trung hạn của thành phố và trong đó có các cái dự án hạ tầng, dự án chiếu sáng, thay thế các cái hệ thống bóng cũ. Các hệ thống bóng cũ thì chúng tôi sẽ để cho tái sử dụng của các xã vùng ven.",1,data/dataset_nghean\train\spk_37_0190\37_0258.wav,15.233,48000,2,1.0,0.18404608964920044,"flag:duration_outside_4_15s,possible_clipping","duration_outside_4_15s,possible_clipping"
train,spk_37_0205,37_0274.wav,"Chợ Hương Đông thì được chợ từ năm hai không mười bốn với diện tích là ba nghìn hai trăm mét vuông. Và địa phương đã tổ chức các tuyên truyền vận động, ví dụ như hỗ trợ mười năm không thu phí, không thu các loại thuế phí để kích cầu..",1,data/dataset_nghean\train\spk_37_0205\37_0274.wav,16.627,48000,2,0.321746826171875,0.03657085821032524,pass,duration_outside_4_15s
train,spk_37_0207,37_0277.wav,Để mà từng bước phát huy cái hiệu quả của các chợ trong thời gian tới Thì thành phố đã xây dựng một kế hoạch phát triển thương mại dịch vụ Trong đó có kế hoạch chuyển đổi mô hình quản lý chợ Đến giai đoạn hai không hai mốt hai không hai lăm.,1,data/dataset_nghean\train\spk_37_0207\37_0277.wav,13.08,48000,2,0.50732421875,0.08214770257472992,pass,
train,spk_37_0208,37_0279.wav,Khu dân cư hiện đại này nó sẽ làm thay đổi bộ mặt của thị trấn trong tương lai bởi vì là cái khu dân cư hiện đại này thì được nhà đầu tư đề xuất được các cơ quan chuyên môn có chức năng rồi là có thẩm quyền là thẩm định và đưa ra một cái định hướng trong cái việc xây dựng.,1,data/dataset_nghean\train\spk_37_0208\37_0279.wav,23.279,48000,2,0.618072509765625,0.08034191280603409,pass,duration_outside_4_15s
train,spk_37_0209,37_0281.wav,Nghĩa Sơn là một xã mà rất thuận lợi cho phát triển đô thị Trên địa bàn xã có ba cái quốc lộ đi qua trên địa bàn Cũng là một cái xã giáp ranh giữa hai tỉnh Nghệ An và Thanh Hóa Thuận lợi thứ hai thì là trên địa bàn của xã thì,1,data/dataset_nghean\train\spk_37_0209\37_0281.wav,15.046,48000,2,0.59991455078125,0.11994633078575134,pass,duration_outside_4_15s
valid,spk_37_0210,37_0283.wav,"Hiện nay thì theo luật quy hoạch, tất cả các quy hoạch là tích hợp trong quy hoạch xây dựng vùng huyện..",1,data/dataset_nghean\valid\spk_37_0210\37_0283.wav,5.61,48000,2,0.632354736328125,0.10160838812589645,pass,
valid,spk_37_0223,37_0298.wav,"Đối với các cái dự án mà sử dụng đất, đề nghị là tỉnh, các cái huyện là thu hồi đối với những nhà đầu tư mà không có khả năng thực hiện kéo dài. để rồi là thành phố sẽ có một kế hoạch để có thể khai thác quỹ đất hoặc là mời gọi các nhà đầu tư vào tham gia thực hiện dự án..",1,data/dataset_nghean\valid\spk_37_0223\37_0298.wav,15.381,48000,2,0.960784912109375,0.10741923749446869,pass,duration_outside_4_15s
valid,spk_37_0226,37_0304.wav,"Trường lớp thì thực ra bây giờ ta có cái nghị quyết mười chín của ban chấp hành trung ương Cho nên đang còn tinh giảm biên chế này, tái cấu trúc này, tinh gọn bộ máy này Nhưng bây giờ mở cái trường mới rất là khó.",1,data/dataset_nghean\valid\spk_37_0226\37_0304.wav,12.106,48000,2,0.957550048828125,0.09693408012390137,pass,
valid,spk_37_0230,37_0309.wav,"Luật ghi rồi, nghị định ghi rồi, thông tư ghi rồi Có nghĩa rằng là luật và các cái văn bản giấy luật là ok cả rồi Đúng không ạ? Thì cứ thế mà làm không phải hỏi Đó nè, cái này thì phải hỏi sở xây dựng Đấy cái này hỏi sở tài chính",1,data/dataset_nghean\valid\spk_37_0230\37_0309.wav,13.727,48000,2,0.9747772216796875,0.11246590316295624,pass,
valid,spk_37_0241,37_0321.wav,Với cái sự kêu gọi và sự đầu tư theo lớp lang của trung tâm văn hóa thể thao thành phố đã đưa được các cái hoạt động như là dân gian vào rồi là dân ca ví dặm vào bên cạnh đó thì yêu cầu các cái tổ chức như là thành đoàn cũng đứng vào để tạo ra các cái nhóm thanh niên đường phố để tạo ra những màu sắc riêng.,1,data/dataset_nghean\valid\spk_37_0241\37_0321.wav,22.551,48000,2,0.62725830078125,0.055999018251895905,pass,duration_outside_4_15s

